LapNumber,TyreLife,Compound,Driver,race,should_pit
27.0,12.0,SOFT,PER,2023 Bahrain,1
27.0,14.0,HARD,LEC,2023 Bahrain,1
27.0,14.0,HARD,SAI,2023 Bahrain,1
27.0,15.0,HARD,HAM,2023 Bahrain,1
27.0,13.0,HARD,ALO,2023 Bahrain,1
27.0,14.0,HARD,RUS,2023 Bahrain,1
27.0,12.0,HARD,STR,2023 Bahrain,1
27.0,16.0,HARD,BOT,2023 Bahrain,1
27.0,15.0,SOFT,SAR,2023 Bahrain,1
27.0,15.0,HARD,ZHO,2023 Bahrain,1
27.0,16.0,HARD,DEV,2023 Bahrain,1
27.0,12.0,HARD,MAG,2023 Bahrain,1
27.0,1.0,HARD,ALB,2023 Bahrain,1
27.0,2.0,HARD,GAS,2023 Bahrain,1
27.0,1.0,HARD,TSU,2023 Bahrain,1
27.0,13.0,SOFT,NOR,2023 Bahrain,1
27.0,15.0,HARD,OCO,2023 Bahrain,1
28.0,14.0,SOFT,VER,2023 Bahrain,1
27.0,1.0,HARD,HUL,2023 Bahrain,1
28.0,13.0,SOFT,PER,2023 Bahrain,1
28.0,15.0,HARD,LEC,2023 Bahrain,1
28.0,15.0,HARD,SAI,2023 Bahrain,1
28.0,16.0,HARD,HAM,2023 Bahrain,1
28.0,14.0,HARD,ALO,2023 Bahrain,1
28.0,15.0,HARD,RUS,2023 Bahrain,1
28.0,13.0,HARD,STR,2023 Bahrain,1
28.0,17.0,HARD,BOT,2023 Bahrain,1
28.0,16.0,SOFT,SAR,2023 Bahrain,1
28.0,16.0,HARD,ZHO,2023 Bahrain,1
28.0,13.0,HARD,MAG,2023 Bahrain,1
28.0,2.0,HARD,ALB,2023 Bahrain,1
28.0,3.0,HARD,GAS,2023 Bahrain,1
28.0,2.0,HARD,TSU,2023 Bahrain,1
28.0,1.0,HARD,DEV,2023 Bahrain,1
28.0,16.0,HARD,OCO,2023 Bahrain,1
29.0,15.0,SOFT,VER,2023 Bahrain,1
28.0,2.0,HARD,HUL,2023 Bahrain,1
29.0,14.0,SOFT,PER,2023 Bahrain,1
29.0,16.0,HARD,LEC,2023 Bahrain,1
28.0,1.0,MEDIUM,NOR,2023 Bahrain,1
29.0,16.0,HARD,SAI,2023 Bahrain,1
29.0,17.0,HARD,HAM,2023 Bahrain,1
29.0,15.0,HARD,ALO,2023 Bahrain,1
29.0,16.0,HARD,RUS,2023 Bahrain,1
29.0,14.0,HARD,STR,2023 Bahrain,1
29.0,18.0,HARD,BOT,2023 Bahrain,1
29.0,17.0,SOFT,SAR,2023 Bahrain,1
29.0,17.0,HARD,ZHO,2023 Bahrain,1
29.0,3.0,HARD,ALB,2023 Bahrain,1
29.0,14.0,HARD,MAG,2023 Bahrain,1
29.0,4.0,HARD,GAS,2023 Bahrain,1
29.0,3.0,HARD,TSU,2023 Bahrain,1
29.0,2.0,HARD,DEV,2023 Bahrain,1
30.0,16.0,SOFT,VER,2023 Bahrain,1
29.0,17.0,HARD,OCO,2023 Bahrain,1
29.0,3.0,HARD,HUL,2023 Bahrain,1
30.0,15.0,SOFT,PER,2023 Bahrain,1
30.0,17.0,HARD,LEC,2023 Bahrain,1
29.0,2.0,MEDIUM,NOR,2023 Bahrain,1
30.0,17.0,HARD,SAI,2023 Bahrain,1
30.0,16.0,HARD,ALO,2023 Bahrain,1
30.0,18.0,HARD,HAM,2023 Bahrain,1
30.0,17.0,HARD,RUS,2023 Bahrain,1
30.0,15.0,HARD,STR,2023 Bahrain,1
30.0,18.0,HARD,ZHO,2023 Bahrain,1
30.0,18.0,SOFT,SAR,2023 Bahrain,1
30.0,1.0,HARD,BOT,2023 Bahrain,1
30.0,4.0,HARD,ALB,2023 Bahrain,1
30.0,5.0,HARD,GAS,2023 Bahrain,1
30.0,4.0,HARD,TSU,2023 Bahrain,1
30.0,3.0,HARD,DEV,2023 Bahrain,1
31.0,17.0,SOFT,VER,2023 Bahrain,1
30.0,18.0,HARD,OCO,2023 Bahrain,1
30.0,1.0,SOFT,MAG,2023 Bahrain,1
30.0,4.0,HARD,HUL,2023 Bahrain,1
31.0,16.0,SOFT,PER,2023 Bahrain,1
31.0,18.0,HARD,LEC,2023 Bahrain,1
30.0,3.0,MEDIUM,NOR,2023 Bahrain,1
31.0,18.0,HARD,SAI,2023 Bahrain,1
31.0,17.0,HARD,ALO,2023 Bahrain,1
31.0,18.0,HARD,RUS,2023 Bahrain,1
31.0,1.0,HARD,HAM,2023 Bahrain,1
31.0,1.0,HARD,STR,2023 Bahrain,1
31.0,19.0,HARD,ZHO,2023 Bahrain,1
31.0,2.0,HARD,BOT,2023 Bahrain,1
31.0,5.0,HARD,ALB,2023 Bahrain,1
31.0,6.0,HARD,GAS,2023 Bahrain,1
31.0,5.0,HARD,TSU,2023 Bahrain,1
31.0,1.0,HARD,SAR,2023 Bahrain,1
31.0,4.0,HARD,DEV,2023 Bahrain,1
32.0,18.0,SOFT,VER,2023 Bahrain,1
31.0,19.0,HARD,OCO,2023 Bahrain,1
31.0,2.0,SOFT,MAG,2023 Bahrain,1
31.0,5.0,HARD,HUL,2023 Bahrain,1
32.0,17.0,SOFT,PER,2023 Bahrain,1
32.0,19.0,HARD,LEC,2023 Bahrain,1
31.0,4.0,MEDIUM,NOR,2023 Bahrain,1
32.0,18.0,HARD,ALO,2023 Bahrain,1
32.0,1.0,HARD,SAI,2023 Bahrain,1
32.0,2.0,HARD,HAM,2023 Bahrain,1
32.0,2.0,HARD,STR,2023 Bahrain,1
32.0,1.0,HARD,RUS,2023 Bahrain,1
32.0,3.0,HARD,BOT,2023 Bahrain,1
32.0,20.0,HARD,ZHO,2023 Bahrain,1
32.0,6.0,HARD,ALB,2023 Bahrain,1
32.0,7.0,HARD,GAS,2023 Bahrain,1
32.0,6.0,HARD,TSU,2023 Bahrain,1
32.0,2.0,HARD,SAR,2023 Bahrain,1
32.0,5.0,HARD,DEV,2023 Bahrain,1
33.0,19.0,SOFT,VER,2023 Bahrain,1
32.0,3.0,SOFT,MAG,2023 Bahrain,1
32.0,6.0,HARD,HUL,2023 Bahrain,1
32.0,20.0,HARD,OCO,2023 Bahrain,1
33.0,18.0,SOFT,PER,2023 Bahrain,1
32.0,5.0,MEDIUM,NOR,2023 Bahrain,1
33.0,20.0,HARD,LEC,2023 Bahrain,1
33.0,19.0,HARD,ALO,2023 Bahrain,1
33.0,2.0,HARD,SAI,2023 Bahrain,1
33.0,3.0,HARD,HAM,2023 Bahrain,1
33.0,3.0,HARD,STR,2023 Bahrain,1
33.0,2.0,HARD,RUS,2023 Bahrain,1
33.0,4.0,HARD,BOT,2023 Bahrain,1
33.0,7.0,HARD,ALB,2023 Bahrain,1
33.0,8.0,HARD,GAS,2023 Bahrain,1
33.0,7.0,HARD,TSU,2023 Bahrain,1
33.0,3.0,HARD,SAR,2023 Bahrain,1
33.0,6.0,HARD,DEV,2023 Bahrain,1
34.0,20.0,SOFT,VER,2023 Bahrain,1
33.0,4.0,SOFT,ZHO,2023 Bahrain,1
33.0,4.0,SOFT,MAG,2023 Bahrain,1
33.0,7.0,HARD,HUL,2023 Bahrain,1
34.0,19.0,SOFT,PER,2023 Bahrain,1
33.0,6.0,MEDIUM,NOR,2023 Bahrain,1
34.0,20.0,HARD,ALO,2023 Bahrain,1
34.0,1.0,HARD,LEC,2023 Bahrain,1
33.0,1.0,HARD,OCO,2023 Bahrain,1
34.0,3.0,HARD,SAI,2023 Bahrain,1
34.0,4.0,HARD,HAM,2023 Bahrain,1
34.0,4.0,HARD,STR,2023 Bahrain,1
34.0,3.0,HARD,RUS,2023 Bahrain,1
34.0,5.0,HARD,BOT,2023 Bahrain,1
34.0,8.0,HARD,ALB,2023 Bahrain,1
34.0,9.0,HARD,GAS,2023 Bahrain,1
34.0,8.0,HARD,TSU,2023 Bahrain,1
34.0,4.0,HARD,SAR,2023 Bahrain,1
34.0,7.0,HARD,DEV,2023 Bahrain,1
35.0,21.0,SOFT,VER,2023 Bahrain,1
34.0,5.0,SOFT,ZHO,2023 Bahrain,1
34.0,5.0,SOFT,MAG,2023 Bahrain,1
34.0,8.0,HARD,HUL,2023 Bahrain,1
34.0,7.0,MEDIUM,NOR,2023 Bahrain,1
35.0,1.0,HARD,PER,2023 Bahrain,1
35.0,2.0,HARD,LEC,2023 Bahrain,1
34.0,2.0,HARD,OCO,2023 Bahrain,1
35.0,4.0,HARD,SAI,2023 Bahrain,1
35.0,5.0,HARD,HAM,2023 Bahrain,1
35.0,1.0,HARD,ALO,2023 Bahrain,1
35.0,5.0,HARD,STR,2023 Bahrain,1
35.0,4.0,HARD,RUS,2023 Bahrain,1
35.0,6.0,HARD,BOT,2023 Bahrain,1
35.0,9.0,HARD,ALB,2023 Bahrain,1
35.0,10.0,HARD,GAS,2023 Bahrain,1
35.0,9.0,HARD,TSU,2023 Bahrain,1
35.0,5.0,HARD,SAR,2023 Bahrain,1
35.0,8.0,HARD,DEV,2023 Bahrain,1
35.0,6.0,SOFT,ZHO,2023 Bahrain,1
36.0,22.0,SOFT,VER,2023 Bahrain,1
35.0,6.0,SOFT,MAG,2023 Bahrain,1
35.0,9.0,HARD,HUL,2023 Bahrain,1
35.0,8.0,MEDIUM,NOR,2023 Bahrain,1
36.0,2.0,HARD,PER,2023 Bahrain,1
36.0,3.0,HARD,LEC,2023 Bahrain,1
35.0,3.0,HARD,OCO,2023 Bahrain,1
36.0,5.0,HARD,SAI,2023 Bahrain,1
36.0,6.0,HARD,HAM,2023 Bahrain,1
36.0,2.0,HARD,ALO,2023 Bahrain,1
36.0,6.0,HARD,STR,2023 Bahrain,1
36.0,5.0,HARD,RUS,2023 Bahrain,1
36.0,7.0,HARD,BOT,2023 Bahrain,1
36.0,10.0,HARD,ALB,2023 Bahrain,1
36.0,11.0,HARD,GAS,2023 Bahrain,1
36.0,10.0,HARD,TSU,2023 Bahrain,1
36.0,6.0,HARD,SAR,2023 Bahrain,1
36.0,9.0,HARD,DEV,2023 Bahrain,1
36.0,7.0,SOFT,ZHO,2023 Bahrain,1
36.0,7.0,SOFT,MAG,2023 Bahrain,1
36.0,10.0,HARD,HUL,2023 Bahrain,1
37.0,1.0,HARD,VER,2023 Bahrain,1
36.0,9.0,MEDIUM,NOR,2023 Bahrain,1
37.0,3.0,HARD,PER,2023 Bahrain,1
37.0,4.0,HARD,LEC,2023 Bahrain,1
36.0,4.0,HARD,OCO,2023 Bahrain,1
37.0,6.0,HARD,SAI,2023 Bahrain,1
37.0,7.0,HARD,HAM,2023 Bahrain,1
37.0,3.0,HARD,ALO,2023 Bahrain,1
37.0,7.0,HARD,STR,2023 Bahrain,1
37.0,6.0,HARD,RUS,2023 Bahrain,1
37.0,8.0,HARD,BOT,2023 Bahrain,1
37.0,11.0,HARD,ALB,2023 Bahrain,1
37.0,12.0,HARD,GAS,2023 Bahrain,1
37.0,11.0,HARD,TSU,2023 Bahrain,1
37.0,7.0,HARD,SAR,2023 Bahrain,1
37.0,10.0,HARD,DEV,2023 Bahrain,1
37.0,8.0,SOFT,ZHO,2023 Bahrain,1
37.0,8.0,SOFT,MAG,2023 Bahrain,1
37.0,11.0,HARD,HUL,2023 Bahrain,1
38.0,2.0,HARD,VER,2023 Bahrain,1
37.0,10.0,MEDIUM,NOR,2023 Bahrain,1
38.0,4.0,HARD,PER,2023 Bahrain,1
38.0,5.0,HARD,LEC,2023 Bahrain,1
37.0,5.0,HARD,OCO,2023 Bahrain,1
38.0,7.0,HARD,SAI,2023 Bahrain,1
38.0,4.0,HARD,ALO,2023 Bahrain,1
38.0,8.0,HARD,HAM,2023 Bahrain,1
38.0,8.0,HARD,STR,2023 Bahrain,1
38.0,7.0,HARD,RUS,2023 Bahrain,1
38.0,9.0,HARD,BOT,2023 Bahrain,1
38.0,12.0,HARD,ALB,2023 Bahrain,1
38.0,13.0,HARD,GAS,2023 Bahrain,1
38.0,12.0,HARD,TSU,2023 Bahrain,1
38.0,8.0,HARD,SAR,2023 Bahrain,1
38.0,11.0,HARD,DEV,2023 Bahrain,1
38.0,9.0,SOFT,ZHO,2023 Bahrain,1
38.0,9.0,SOFT,MAG,2023 Bahrain,1
38.0,12.0,HARD,HUL,2023 Bahrain,1
39.0,3.0,HARD,VER,2023 Bahrain,1
39.0,5.0,HARD,PER,2023 Bahrain,1
39.0,6.0,HARD,LEC,2023 Bahrain,1
38.0,6.0,HARD,OCO,2023 Bahrain,1
39.0,8.0,HARD,SAI,2023 Bahrain,1
39.0,5.0,HARD,ALO,2023 Bahrain,1
39.0,9.0,HARD,HAM,2023 Bahrain,1
38.0,1.0,HARD,NOR,2023 Bahrain,1
39.0,9.0,HARD,STR,2023 Bahrain,1
39.0,8.0,HARD,RUS,2023 Bahrain,1
39.0,10.0,HARD,BOT,2023 Bahrain,1
39.0,13.0,HARD,ALB,2023 Bahrain,1
39.0,14.0,HARD,GAS,2023 Bahrain,1
39.0,13.0,HARD,TSU,2023 Bahrain,1
39.0,9.0,HARD,SAR,2023 Bahrain,1
39.0,12.0,HARD,DEV,2023 Bahrain,1
39.0,10.0,SOFT,ZHO,2023 Bahrain,1
39.0,10.0,SOFT,MAG,2023 Bahrain,1
39.0,13.0,HARD,HUL,2023 Bahrain,1
40.0,4.0,HARD,VER,2023 Bahrain,1
40.0,6.0,HARD,PER,2023 Bahrain,1
40.0,7.0,HARD,LEC,2023 Bahrain,1
39.0,7.0,HARD,OCO,2023 Bahrain,1
40.0,9.0,HARD,SAI,2023 Bahrain,1
40.0,6.0,HARD,ALO,2023 Bahrain,1
40.0,10.0,HARD,HAM,2023 Bahrain,1
39.0,2.0,HARD,NOR,2023 Bahrain,1
40.0,10.0,HARD,STR,2023 Bahrain,1
40.0,9.0,HARD,RUS,2023 Bahrain,1
40.0,11.0,HARD,BOT,2023 Bahrain,1
40.0,14.0,HARD,ALB,2023 Bahrain,1
40.0,15.0,HARD,GAS,2023 Bahrain,1
40.0,14.0,HARD,TSU,2023 Bahrain,1
40.0,10.0,HARD,SAR,2023 Bahrain,1
40.0,13.0,HARD,DEV,2023 Bahrain,1
40.0,11.0,SOFT,ZHO,2023 Bahrain,1
40.0,11.0,SOFT,MAG,2023 Bahrain,1
40.0,14.0,HARD,HUL,2023 Bahrain,1
41.0,5.0,HARD,VER,2023 Bahrain,1
41.0,7.0,HARD,PER,2023 Bahrain,1
40.0,8.0,HARD,OCO,2023 Bahrain,1
41.0,10.0,HARD,SAI,2023 Bahrain,1
41.0,7.0,HARD,ALO,2023 Bahrain,1
41.0,11.0,HARD,HAM,2023 Bahrain,1
40.0,3.0,HARD,NOR,2023 Bahrain,1
41.0,11.0,HARD,STR,2023 Bahrain,1
41.0,10.0,HARD,RUS,2023 Bahrain,1
41.0,12.0,HARD,BOT,2023 Bahrain,1
41.0,1.0,SOFT,ALB,2023 Bahrain,1
41.0,1.0,SOFT,GAS,2023 Bahrain,1
41.0,14.0,HARD,DEV,2023 Bahrain,1
41.0,12.0,SOFT,ZHO,2023 Bahrain,1
41.0,4.0,SOFT,TSU,2023 Bahrain,1
41.0,1.0,SOFT,SAR,2023 Bahrain,1
42.0,6.0,HARD,VER,2023 Bahrain,1
41.0,1.0,SOFT,MAG,2023 Bahrain,1
42.0,8.0,HARD,PER,2023 Bahrain,1
41.0,4.0,SOFT,HUL,2023 Bahrain,1
42.0,11.0,HARD,SAI,2023 Bahrain,1
42.0,8.0,HARD,ALO,2023 Bahrain,1
41.0,9.0,HARD,OCO,2023 Bahrain,1
42.0,12.0,HARD,HAM,2023 Bahrain,1
41.0,4.0,HARD,NOR,2023 Bahrain,1
42.0,12.0,HARD,STR,2023 Bahrain,1
42.0,11.0,HARD,RUS,2023 Bahrain,1
42.0,13.0,HARD,BOT,2023 Bahrain,1
42.0,2.0,SOFT,GAS,2023 Bahrain,1
42.0,2.0,SOFT,ALB,2023 Bahrain,1
42.0,5.0,SOFT,TSU,2023 Bahrain,1
42.0,15.0,HARD,DEV,2023 Bahrain,1
42.0,13.0,SOFT,ZHO,2023 Bahrain,1
42.0,2.0,SOFT,SAR,2023 Bahrain,1
43.0,7.0,HARD,VER,2023 Bahrain,1
42.0,2.0,SOFT,MAG,2023 Bahrain,1
43.0,9.0,HARD,PER,2023 Bahrain,1
42.0,5.0,SOFT,HUL,2023 Bahrain,1
43.0,12.0,HARD,SAI,2023 Bahrain,1
43.0,9.0,HARD,ALO,2023 Bahrain,1
43.0,13.0,HARD,HAM,2023 Bahrain,1
42.0,5.0,HARD,NOR,2023 Bahrain,1
43.0,13.0,HARD,STR,2023 Bahrain,1
43.0,12.0,HARD,RUS,2023 Bahrain,1
43.0,14.0,HARD,BOT,2023 Bahrain,1
43.0,3.0,SOFT,GAS,2023 Bahrain,1
43.0,3.0,SOFT,ALB,2023 Bahrain,1
43.0,6.0,SOFT,TSU,2023 Bahrain,1
43.0,14.0,SOFT,ZHO,2023 Bahrain,1
43.0,16.0,HARD,DEV,2023 Bahrain,1
43.0,3.0,SOFT,SAR,2023 Bahrain,1
44.0,8.0,HARD,VER,2023 Bahrain,1
43.0,3.0,SOFT,MAG,2023 Bahrain,1
44.0,10.0,HARD,PER,2023 Bahrain,1
43.0,6.0,SOFT,HUL,2023 Bahrain,1
44.0,13.0,HARD,SAI,2023 Bahrain,1
44.0,10.0,HARD,ALO,2023 Bahrain,1
44.0,14.0,HARD,HAM,2023 Bahrain,1
43.0,6.0,HARD,NOR,2023 Bahrain,1
44.0,14.0,HARD,STR,2023 Bahrain,1
44.0,13.0,HARD,RUS,2023 Bahrain,1
44.0,15.0,HARD,BOT,2023 Bahrain,1
44.0,4.0,SOFT,GAS,2023 Bahrain,1
44.0,4.0,SOFT,ALB,2023 Bahrain,1
44.0,7.0,SOFT,TSU,2023 Bahrain,1
44.0,15.0,SOFT,ZHO,2023 Bahrain,1
44.0,4.0,SOFT,SAR,2023 Bahrain,1
44.0,17.0,HARD,DEV,2023 Bahrain,1
45.0,9.0,HARD,VER,2023 Bahrain,1
44.0,4.0,SOFT,MAG,2023 Bahrain,1
45.0,11.0,HARD,PER,2023 Bahrain,1
44.0,7.0,SOFT,HUL,2023 Bahrain,1
45.0,11.0,HARD,ALO,2023 Bahrain,1
45.0,14.0,HARD,SAI,2023 Bahrain,1
45.0,15.0,HARD,HAM,2023 Bahrain,1
44.0,7.0,HARD,NOR,2023 Bahrain,1
45.0,15.0,HARD,STR,2023 Bahrain,1
45.0,14.0,HARD,RUS,2023 Bahrain,1
45.0,16.0,HARD,BOT,2023 Bahrain,1
45.0,5.0,SOFT,GAS,2023 Bahrain,1
45.0,5.0,SOFT,ALB,2023 Bahrain,1
45.0,8.0,SOFT,TSU,2023 Bahrain,1
45.0,16.0,SOFT,ZHO,2023 Bahrain,1
45.0,5.0,SOFT,SAR,2023 Bahrain,1
45.0,18.0,HARD,DEV,2023 Bahrain,1
46.0,10.0,HARD,VER,2023 Bahrain,1
45.0,5.0,SOFT,MAG,2023 Bahrain,1
46.0,12.0,HARD,PER,2023 Bahrain,1
45.0,8.0,SOFT,HUL,2023 Bahrain,1
46.0,12.0,HARD,ALO,2023 Bahrain,1
46.0,15.0,HARD,SAI,2023 Bahrain,1
46.0,16.0,HARD,HAM,2023 Bahrain,1
45.0,8.0,HARD,NOR,2023 Bahrain,1
46.0,16.0,HARD,STR,2023 Bahrain,1
46.0,15.0,HARD,RUS,2023 Bahrain,1
46.0,17.0,HARD,BOT,2023 Bahrain,1
46.0,6.0,SOFT,GAS,2023 Bahrain,1
46.0,6.0,SOFT,ALB,2023 Bahrain,1
46.0,9.0,SOFT,TSU,2023 Bahrain,1
46.0,17.0,SOFT,ZHO,2023 Bahrain,1
46.0,6.0,SOFT,SAR,2023 Bahrain,1
46.0,19.0,HARD,DEV,2023 Bahrain,1
47.0,11.0,HARD,VER,2023 Bahrain,1
46.0,6.0,SOFT,MAG,2023 Bahrain,1
47.0,13.0,HARD,PER,2023 Bahrain,1
46.0,9.0,SOFT,HUL,2023 Bahrain,1
47.0,13.0,HARD,ALO,2023 Bahrain,1
47.0,16.0,HARD,SAI,2023 Bahrain,1
47.0,17.0,HARD,HAM,2023 Bahrain,1
46.0,9.0,HARD,NOR,2023 Bahrain,1
47.0,17.0,HARD,STR,2023 Bahrain,1
47.0,16.0,HARD,RUS,2023 Bahrain,1
47.0,18.0,HARD,BOT,2023 Bahrain,1
47.0,7.0,SOFT,GAS,2023 Bahrain,1
47.0,7.0,SOFT,ALB,2023 Bahrain,1
47.0,10.0,SOFT,TSU,2023 Bahrain,1
47.0,7.0,SOFT,SAR,2023 Bahrain,1
47.0,18.0,SOFT,ZHO,2023 Bahrain,1
47.0,20.0,HARD,DEV,2023 Bahrain,1
48.0,12.0,HARD,VER,2023 Bahrain,1
47.0,7.0,SOFT,MAG,2023 Bahrain,1
48.0,14.0,HARD,PER,2023 Bahrain,1
47.0,10.0,SOFT,HUL,2023 Bahrain,1
48.0,14.0,HARD,ALO,2023 Bahrain,1
48.0,17.0,HARD,SAI,2023 Bahrain,1
48.0,18.0,HARD,HAM,2023 Bahrain,1
47.0,10.0,HARD,NOR,2023 Bahrain,1
48.0,18.0,HARD,STR,2023 Bahrain,1
48.0,17.0,HARD,RUS,2023 Bahrain,1
48.0,19.0,HARD,BOT,2023 Bahrain,1
48.0,8.0,SOFT,GAS,2023 Bahrain,1
48.0,8.0,SOFT,ALB,2023 Bahrain,1
48.0,11.0,SOFT,TSU,2023 Bahrain,1
48.0,8.0,SOFT,SAR,2023 Bahrain,1
48.0,19.0,SOFT,ZHO,2023 Bahrain,1
49.0,13.0,HARD,VER,2023 Bahrain,1
48.0,21.0,HARD,DEV,2023 Bahrain,1
48.0,8.0,SOFT,MAG,2023 Bahrain,1
49.0,15.0,HARD,PER,2023 Bahrain,1
48.0,11.0,SOFT,HUL,2023 Bahrain,1
49.0,15.0,HARD,ALO,2023 Bahrain,1
49.0,18.0,HARD,SAI,2023 Bahrain,1
49.0,19.0,HARD,HAM,2023 Bahrain,1
49.0,19.0,HARD,STR,2023 Bahrain,1
49.0,18.0,HARD,RUS,2023 Bahrain,1
49.0,20.0,HARD,BOT,2023 Bahrain,1
49.0,9.0,SOFT,GAS,2023 Bahrain,1
48.0,5.0,SOFT,NOR,2023 Bahrain,1
49.0,9.0,SOFT,ALB,2023 Bahrain,1
49.0,12.0,SOFT,TSU,2023 Bahrain,1
49.0,9.0,SOFT,SAR,2023 Bahrain,1
49.0,20.0,SOFT,ZHO,2023 Bahrain,1
50.0,14.0,HARD,VER,2023 Bahrain,1
49.0,22.0,HARD,DEV,2023 Bahrain,1
49.0,9.0,SOFT,MAG,2023 Bahrain,1
50.0,16.0,HARD,PER,2023 Bahrain,1
49.0,12.0,SOFT,HUL,2023 Bahrain,1
50.0,16.0,HARD,ALO,2023 Bahrain,1
50.0,19.0,HARD,SAI,2023 Bahrain,1
50.0,20.0,HARD,HAM,2023 Bahrain,1
50.0,20.0,HARD,STR,2023 Bahrain,1
50.0,19.0,HARD,RUS,2023 Bahrain,1
50.0,21.0,HARD,BOT,2023 Bahrain,1
50.0,10.0,SOFT,GAS,2023 Bahrain,1
49.0,6.0,SOFT,NOR,2023 Bahrain,1
50.0,10.0,SOFT,ALB,2023 Bahrain,1
50.0,13.0,SOFT,TSU,2023 Bahrain,1
50.0,10.0,SOFT,SAR,2023 Bahrain,1
51.0,15.0,HARD,VER,2023 Bahrain,1
50.0,21.0,SOFT,ZHO,2023 Bahrain,1
50.0,23.0,HARD,DEV,2023 Bahrain,1
50.0,10.0,SOFT,MAG,2023 Bahrain,1
51.0,17.0,HARD,PER,2023 Bahrain,1
50.0,13.0,SOFT,HUL,2023 Bahrain,1
51.0,17.0,HARD,ALO,2023 Bahrain,1
51.0,20.0,HARD,SAI,2023 Bahrain,1
51.0,21.0,HARD,HAM,2023 Bahrain,1
51.0,21.0,HARD,STR,2023 Bahrain,1
51.0,20.0,HARD,RUS,2023 Bahrain,1
51.0,22.0,HARD,BOT,2023 Bahrain,1
51.0,11.0,SOFT,GAS,2023 Bahrain,1
50.0,7.0,SOFT,NOR,2023 Bahrain,1
51.0,11.0,SOFT,ALB,2023 Bahrain,1
51.0,14.0,SOFT,TSU,2023 Bahrain,1
51.0,11.0,SOFT,SAR,2023 Bahrain,1
52.0,16.0,HARD,VER,2023 Bahrain,1
51.0,22.0,SOFT,ZHO,2023 Bahrain,1
51.0,11.0,SOFT,MAG,2023 Bahrain,1
51.0,24.0,HARD,DEV,2023 Bahrain,1
52.0,18.0,HARD,PER,2023 Bahrain,1
51.0,14.0,SOFT,HUL,2023 Bahrain,1
52.0,18.0,HARD,ALO,2023 Bahrain,1
52.0,21.0,HARD,SAI,2023 Bahrain,1
52.0,22.0,HARD,HAM,2023 Bahrain,1
52.0,22.0,HARD,STR,2023 Bahrain,1
52.0,21.0,HARD,RUS,2023 Bahrain,1
52.0,23.0,HARD,BOT,2023 Bahrain,1
52.0,12.0,SOFT,GAS,2023 Bahrain,1
51.0,8.0,SOFT,NOR,2023 Bahrain,1
52.0,12.0,SOFT,ALB,2023 Bahrain,1
52.0,15.0,SOFT,TSU,2023 Bahrain,1
52.0,12.0,SOFT,SAR,2023 Bahrain,1
53.0,17.0,HARD,VER,2023 Bahrain,1
52.0,23.0,SOFT,ZHO,2023 Bahrain,1
52.0,12.0,SOFT,MAG,2023 Bahrain,1
53.0,19.0,HARD,PER,2023 Bahrain,1
52.0,25.0,HARD,DEV,2023 Bahrain,1
52.0,15.0,SOFT,HUL,2023 Bahrain,1
53.0,19.0,HARD,ALO,2023 Bahrain,1
53.0,22.0,HARD,SAI,2023 Bahrain,1
53.0,23.0,HARD,HAM,2023 Bahrain,1
53.0,23.0,HARD,STR,2023 Bahrain,1
53.0,22.0,HARD,RUS,2023 Bahrain,1
53.0,24.0,HARD,BOT,2023 Bahrain,1
53.0,13.0,SOFT,GAS,2023 Bahrain,1
52.0,9.0,SOFT,NOR,2023 Bahrain,1
53.0,13.0,SOFT,ALB,2023 Bahrain,1
53.0,16.0,SOFT,TSU,2023 Bahrain,1
53.0,13.0,SOFT,SAR,2023 Bahrain,1
54.0,18.0,HARD,VER,2023 Bahrain,1
53.0,24.0,SOFT,ZHO,2023 Bahrain,1
53.0,13.0,SOFT,MAG,2023 Bahrain,1
54.0,20.0,HARD,PER,2023 Bahrain,1
53.0,26.0,HARD,DEV,2023 Bahrain,1
53.0,16.0,SOFT,HUL,2023 Bahrain,1
54.0,20.0,HARD,ALO,2023 Bahrain,1
54.0,23.0,HARD,SAI,2023 Bahrain,1
54.0,24.0,HARD,HAM,2023 Bahrain,1
54.0,24.0,HARD,STR,2023 Bahrain,1
54.0,23.0,HARD,RUS,2023 Bahrain,1
54.0,25.0,HARD,BOT,2023 Bahrain,1
54.0,14.0,SOFT,GAS,2023 Bahrain,1
53.0,10.0,SOFT,NOR,2023 Bahrain,1
54.0,14.0,SOFT,ALB,2023 Bahrain,1
54.0,17.0,SOFT,TSU,2023 Bahrain,1
54.0,14.0,SOFT,SAR,2023 Bahrain,1
55.0,19.0,HARD,VER,2023 Bahrain,1
54.0,25.0,SOFT,ZHO,2023 Bahrain,1
55.0,21.0,HARD,PER,2023 Bahrain,1
54.0,14.0,SOFT,MAG,2023 Bahrain,1
54.0,27.0,HARD,DEV,2023 Bahrain,1
54.0,17.0,SOFT,HUL,2023 Bahrain,1
55.0,21.0,HARD,ALO,2023 Bahrain,1
55.0,24.0,HARD,SAI,2023 Bahrain,1
55.0,25.0,HARD,HAM,2023 Bahrain,1
55.0,25.0,HARD,STR,2023 Bahrain,1
55.0,24.0,HARD,RUS,2023 Bahrain,1
55.0,26.0,HARD,BOT,2023 Bahrain,1
55.0,15.0,SOFT,GAS,2023 Bahrain,1
54.0,11.0,SOFT,NOR,2023 Bahrain,1
